
Configuration FH_rang_c=0.945_n=100
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
5 12 100 0.187589 12 0.54279 1 0.404978 2 1.71799 1.63021 9 1.16 12 9.012 9 4.16817 0.656 4 0.732 11 0.678333 0.268 11 0.344 4 0.321667
6 12 100 0.110208 12 0.519908 1 0.408316 2 1.72089 1.52133 9 0.372 12 8.214 9 4.1425 0.654 6 0.736 12 0.679167 0.264 12 0.346 6 0.320833
7 12 100 0.100504 12 0.522239 1 0.394991 2 1.72009 1.61307 9 0.36 12 9.226 9 4.13283 0.652 7 0.754 12 0.681833 0.246 12 0.348 7 0.318167
8 12 100 0.169725 12 0.548229 1 0.394239 2 1.71859 1.58586 9 1.036 12 8.894 9 4.17967 0.66 2 0.744 12 0.6815 0.256 12 0.34 2 0.3185
9 12 100 0.110208 12 0.538681 1 0.398706 2 1.7189 1.57868 9 0.396 12 8.724 9 4.15783 0.66 6 0.762 12 0.685833 0.238 12 0.34 6 0.314167
10 12 100 0.149983 12 0.542335 1 0.400363 2 1.71703 1.65591 9 0.77 12 9.248 9 4.15933 0.66 8 0.742 12 0.6835 0.258 12 0.34 8 0.3165




Configuration FH_tour_t=4_n=500
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 6 100 0.358665 6 0.976825 1 0.816789 4 3.07946 2.15049 5 4.124 6 17.57 5 8.314 0.474 4 0.648 6 0.509 0.352 6 0.526 4 0.491
2 6 100 0.423353 6 0.977648 1 0.810667 4 3.0558 2.19689 5 4.588 2 17.518 5 8.342 0.464 2 0.632 6 0.505667 0.368 6 0.536 2 0.494333
3 6 100 0.347937 6 0.99852 1 0.837795 4 3.09149 2.08411 5 3.788 6 16.78 5 8.396 0.448 2 0.644 6 0.494333 0.356 6 0.552 2 0.505667
4 6 100 0.351551 6 0.968674 1 0.822789 4 3.08412 2.11905 5 3.968 6 17.18 5 8.265 0.456 2 0.65 6 0.505 0.35 6 0.544 2 0.495
5 7 100 0.0447661 7 0.998559 1 0.712405 4 2.78036 2.12195 5 0.068 7 16.804 5 7.14543 0.464 1 0.666 7 0.528286 0.334 7 0.536 1 0.471714
6 6 100 0.425224 6 0.991359 1 0.840403 3.75 3.053 2.19171 5 4.872 2 16.436 5 8.285 0.466 2 0.644 6 0.502667 0.356 6 0.534 2 0.497333
7 7 100 0.0447661 7 0.988354 1 0.703169 4 2.76486 2.16837 5 0.072 7 17.1 5 7.08486 0.45 2 0.666 7 0.523143 0.334 7 0.55 2 0.476857
8 6 100 0.383115 6 0.979699 1 0.80854 4 3.0778 2.10628 5 4.29 2 17.374 5 8.35933 0.454 3 0.644 6 0.496667 0.356 6 0.546 3 0.503333
9 6 100 0.389662 6 0.991902 4 0.82131 4 3.06657 2.17 5 4.246 2 17.298 5 8.31567 0.462 2 0.664 6 0.503333 0.336 6 0.538 2 0.496667
10 6 100 0.41008 6 1.01353 1 0.821261 4 3.07093 2.12935 5 4.49 2 16.86 5 8.31867 0.452 2 0.646 6 0.502333 0.354 6 0.548 2 0.497667




Configuration FH_tour_t=5_n=500
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 5 100 0.635906 5 1.19891 4 0.992085 5 3.81034 3.20721 4 5.48 2 18.828 4 9.9768 0.412 3 0.572 5 0.4504 0.428 5 0.588 3 0.5496
2 6 100 0.0447661 6 1.22036 4 0.828861 5 3.3532 3.23009 4 0.074 6 19.594 4 8.342 0.39 1 0.644 6 0.478333 0.356 6 0.61 1 0.521667
3 6 100 0.0447661 6 1.22256 4 0.849496 5 3.34087 3.24545 4 0.07 6 18.876 4 8.396 0.404 1 0.656 6 0.483 0.344 6 0.596 1 0.517
4 5 100 0.577323 5 1.242 4 0.996525 5 3.84122 3.23276 4 5.616 2 19.55 4 9.918 0.398 3 0.606 5 0.4492 0.394 5 0.602 3 0.5508
5 5 100 0.589337 5 1.23279 4 1.00232 5 3.83973 3.17094 4 5.488 2 19.526 4 10.0036 0.396 3 0.612 5 0.4536 0.388 5 0.604 3 0.5464
6 6 100 0.0447661 6 1.22448 4 0.857273 4.8 3.32356 3.24299 4 0.062 6 18.394 4 8.285 0.404 1 0.654 6 0.48 0.346 6 0.596 1 0.52
7 6 100 0.0633724 6 1.29322 4 0.83719 5 3.35931 3.38739 4 0.144 6 20.248 4 8.26567 0.394 4 0.674 6 0.487 0.326 6 0.606 4 0.513
8 5 100 0.60811 5 1.17159 4 0.981814 5 3.83942 3.06723 4 5.156 2 19.174 4 10.0312 0.408 1 0.578 5 0.45 0.422 5 0.592 1 0.55
9 6 100 0.0447661 6 1.24147 4 0.831275 5 3.35067 3.20354 4 0.066 6 19.906 4 8.31567 0.406 1 0.672 6 0.487333 0.328 6 0.594 1 0.512667
10 5 100 0.583162 5 1.26013 4 0.999589 5 3.83448 3.27193 4 5.412 2 19.964 4 9.9824 0.4 4 0.588 5 0.4488 0.412 5 0.6 4 0.5512




Configuration FH_tour_t=2_n=1000
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 14 100 0.0316386 14 0.548691 1 0.373737 2 1.6878 1.5925 10 0.036 14 8.742 10 3.57421 0.662 3 0.758 14 0.687571 0.242 14 0.338 3 0.312429
2 14 100 0.0316386 14 0.535124 1 0.377063 2 1.68631 1.62632 10 0.034 14 8.763 10 3.56271 0.662 2 0.754 14 0.685714 0.246 14 0.338 2 0.314286
3 13 100 0.156813 13 0.545496 1 0.401675 2 1.74036 1.543 10 0.864 13 8.128 10 3.85462 0.658 4 0.75 13 0.681923 0.25 13 0.342 4 0.318077
4 13 100 0.0897989 13 0.540867 2 0.400081 2 1.74416 1.58962 10 0.289 13 9.236 10 3.84923 0.651 5 0.753 13 0.681154 0.247 13 0.349 5 0.318846
5 13 100 0.105463 13 0.540191 1 0.402264 2 1.74236 1.60345 10 0.385 13 8.946 10 3.83615 0.656 3 0.759 13 0.682692 0.241 13 0.344 3 0.317308
6 14 100 0.0316386 14 0.536136 10 0.386791 2 1.68955 1.6152 10 0.031 14 8.913 10 3.57464 0.653 4 0.761 14 0.686 0.239 14 0.347 4 0.314
7 13 100 0.139166 13 0.535815 1 0.403457 2 1.74295 1.58852 10 0.666 13 8.925 10 3.82977 0.653 3 0.741 13 0.681538 0.259 13 0.347 3 0.318462
8 13 100 0.163383 13 0.547747 1 0.39935 2 1.73884 1.60156 10 0.936 13 8.58 10 3.84146 0.662 2 0.728 13 0.681154 0.272 13 0.338 2 0.318846
9 13 100 0.110208 13 0.537845 1 0.401014 2 1.74301 1.6068 10 0.42 13 9.172 10 3.83854 0.664 4 0.752 13 0.682308 0.248 13 0.336 4 0.317692
10 13 100 0.135385 13 0.561455 1 0.399819 2 1.74183 1.55718 10 0.649 13 8.598 11 3.84838 0.654 3 0.755 13 0.678846 0.245 13 0.346 3 0.321154




Configuration FH_tour_t=4_n=1000
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 7 100 0.123404 7 1.03142 5 0.767991 4 2.99747 2.84549 5 0.54 7 16.089 5 7.14843 0.46 3 0.686 7 0.518 0.314 7 0.54 3 0.482
2 7 100 0.110193 7 1.00519 5 0.770488 4 2.9957 2.75424 5 0.41 7 15.578 5 7.12543 0.455 2 0.673 7 0.511143 0.327 7 0.545 2 0.488857
3 7 100 0.114766 7 1.01692 5 0.762705 4 2.98779 2.86161 5 0.468 7 15.655 5 7.15857 0.466 3 0.687 7 0.517286 0.313 7 0.534 3 0.482714
4 7 100 0.131504 7 1.02768 5 0.765956 4 2.99007 2.87611 5 0.613 7 15.907 5 7.14857 0.462 2 0.691 7 0.518714 0.309 7 0.538 2 0.481286
5 7 100 0.127515 7 0.983341 1 0.764864 4 2.98971 2.73707 5 0.56 7 15.166 5 7.12429 0.461 3 0.692 7 0.517 0.308 7 0.539 3 0.483
6 7 100 0.135388 7 1.03263 5 0.79033 4 2.98577 2.80176 5 0.558 7 15.366 5 7.14929 0.467 3 0.676 7 0.515286 0.324 7 0.533 3 0.484714
7 7 100 0.105463 7 1.03966 5 0.768711 4 2.98348 2.91364 5 0.385 7 15.735 5 7.11243 0.454 2 0.681 7 0.510714 0.319 7 0.546 2 0.489286
8 7 100 0.156813 7 1.01499 1 0.763799 3.75 2.96897 2.92857 5 0.864 7 15.277 5 7.13414 0.454 1 0.676 7 0.512571 0.324 7 0.546 1 0.487429
9 7 100 0.114766 7 1.049 5 0.766647 4 2.99261 2.88987 5 0.455 7 16.167 5 7.12871 0.462 2 0.681 7 0.510571 0.319 7 0.538 2 0.489429
10 7 100 0.1005 7 1.0029 1 0.75713 4 2.99217 2.78017 5 0.361 7 15.615 5 7.147 0.464 1 0.678 7 0.514286 0.322 7 0.536 1 0.485714




Configuration FH_tour_t=5_n=1000
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 6 100 0.187608 6 1.14219 4 0.90359 5 3.62461 2.08639 5 1.224 6 18.28 5 8.33983 0.406 2 0.671 6 0.465167 0.329 6 0.594 2 0.534833
2 6 100 0.193229 6 1.17843 4 0.910195 5 3.63398 2.03805 5 1.228 6 17.41 5 8.313 0.405 1 0.654 6 0.463167 0.346 6 0.595 1 0.536833
3 6 100 0.211972 6 1.16551 4 0.903542 5 3.64301 1.98137 5 1.548 6 17.179 5 8.35167 0.412 3 0.672 6 0.471333 0.328 6 0.588 3 0.528667
4 6 100 0.211972 6 1.13847 1 0.902967 4.8 3.60969 2.1314 5 1.548 6 18.596 5 8.34 0.402 1 0.66 6 0.462833 0.34 6 0.598 1 0.537167
5 6 100 0.209379 6 1.15096 4 0.907932 5 3.61815 2.09628 5 1.472 6 17.976 5 8.31167 0.405 2 0.67 6 0.469333 0.33 6 0.595 2 0.530667
6 6 100 0.211972 6 1.20517 4 0.936109 5 3.62388 2.06695 5 1.333 6 16.548 5 8.34083 0.404 1 0.651 6 0.4595 0.349 6 0.596 1 0.5405
7 6 100 0.206768 6 1.17488 4 0.91164 5 3.64403 1.9814 5 1.435 6 16.988 5 8.29783 0.406 1 0.662 6 0.465167 0.338 6 0.594 1 0.534833
8 6 100 0.187608 6 1.13255 1 0.896829 5 3.63453 2.05532 5 1.224 6 18.156 5 8.32317 0.414 2 0.663 6 0.470333 0.337 6 0.586 2 0.529667
9 6 100 0.234206 6 1.14103 1 0.904906 4.8 3.60905 2.12081 5 1.82 6 18.002 5 8.31683 0.407 3 0.669 6 0.4665 0.331 6 0.593 3 0.5335
10 6 100 0.217069 6 1.1363 4 0.900231 5 3.6328 2.02331 5 1.622 6 17.702 5 8.33817 0.408 3 0.669 6 0.4685 0.331 6 0.592 3 0.5315




Configuration FHD_rang_c=0.945_n=100_delta=10
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 5 100 0.100504 5 1.18665 3 0.795172 5 3.07055 3.04 3 3.6 5 189.63 3 87.876 0.44 1 0.48 3 0.47 0.52 3 0.56 1 0.53
2 5 100 0.100504 5 1.21166 3 0.804465 4.8 3.05102 3.125 3 3.42 5 188.55 3 88.92 0.48 2 0.5 1 0.484 0.5 1 0.52 2 0.516
3 5 100 0.100504 5 1.21131 3 0.801357 4.8 3.05102 3.125 3 3.51 5 192.87 3 90.396 0.47 3 0.49 1 0.482 0.51 1 0.53 3 0.518
4 5 100 0.100504 5 1.18987 3 0.805534 5 3.07055 3.04 3 3.51 5 189 3 89.226 0.47 2 0.5 1 0.482 0.5 1 0.53 2 0.518
5 5 100 0.100504 5 1.19845 3 0.808565 5 3.07055 3.04 3 3.33 5 188.55 3 88.002 0.47 2 0.48 1 0.478 0.52 1 0.53 2 0.522
6 5 100 0.100504 5 1.15605 1 0.803274 4.83333 3.16791 2.75862 3 3.51 5 188.91 3 89.37 0.47 1 0.49 3 0.48 0.51 3 0.53 1 0.52
7 5 100 0.142847 5 1.16581 3 0.775545 5 3.06541 3 3 7.47 5 193.05 3 88.452 0.47 2 0.49 1 0.482 0.51 1 0.53 2 0.518
8 5 100 0.100504 5 1.20803 3 0.817427 5 3.07055 3.04 3 2.97 5 190.17 3 89.55 0.47 2 0.5 1 0.482 0.5 1 0.53 2 0.518
9 5 100 0.100504 5 1.17321 2 0.804365 4.83333 3.17175 2.7931 3 3.78 5 194.31 3 88.776 0.46 1 0.49 2 0.478 0.51 2 0.54 1 0.522
10 5 100 0.100504 5 1.1948 3 0.816022 5 3.07055 3.04 3 3.33 5 186.21 3 89.244 0.48 1 0.48 1 0.48 0.52 1 0.52 1 0.52




Configuration FHD_rang_c=0.955_n=100_delta=10
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 6 100 0.100504 6 1.05067 3 0.637753 4 2.60993 3.05 3 3.6 6 158.85 3 73.23 0.54 3 0.55 1 0.545 0.45 1 0.46 3 0.455
2 5 100 0.274302 5 1.02257 3 0.778519 4.25 2.84479 3.17647 3 24.12 5 142.29 3 88.92 0.52 1 0.56 2 0.542 0.44 2 0.48 1 0.458
3 5 100 0.274332 5 1.0293 3 0.781445 4.25 2.84479 3.17647 3 24.75 5 147.6 3 90.396 0.54 2 0.55 1 0.544 0.45 1 0.46 2 0.456
4 6 100 0.100504 6 1.05579 3 0.660749 4.25 2.5418 3.23529 3 3.51 6 149.4 3 74.355 0.54 2 0.57 1 0.546667 0.43 1 0.46 2 0.453333
5 5 100 0.273992 5 1.06704 3 0.785822 4.25 2.85029 3.23529 3 24.03 5 150.39 3 88.002 0.51 1 0.55 2 0.536 0.45 2 0.49 1 0.464
6 5 100 0.204124 5 1.03495 3 0.777488 4.2 2.94849 2.95238 3 14.04 5 158.4 3 89.37 0.53 2 0.55 1 0.54 0.45 1 0.47 2 0.46
7 5 100 0.274334 5 1.04633 3 0.749463 4.25 2.85029 3.23529 3 26.01 5 153.36 3 88.452 0.54 3 0.57 1 0.55 0.43 1 0.46 3 0.45
8 5 100 0.228823 5 1.07002 3 0.781501 4.2 2.94745 2.95238 3 15.39 5 163.89 3 89.55 0.52 1 0.54 3 0.534 0.46 3 0.48 1 0.466
9 5 100 0.273551 5 1.08065 3 0.787762 4.25 2.85029 3.23529 3 23.13 5 155.61 3 88.776 0.54 1 0.55 2 0.542 0.45 2 0.46 1 0.458
10 5 100 0.229361 5 1.05908 3 0.786361 4 2.932 3.05 3 16.83 5 157.23 3 89.244 0.52 1 0.55 2 0.538 0.45 2 0.48 1 0.462




Configuration FHD_rang_c=0.979_n=100_delta=10
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 10 100 0.137649 9 0.512834 6 0.375583 2 1.66197 1.60976 6 7.2 10 92.43 6 43.938 0.72 3 0.75 5 0.742 0.25 5 0.28 3 0.258
2 11 100 0 10 0.512858 5 0.344271 2.5 1.60871 1.53333 6 0 10 86.94 6 40.4182 0.74 4 0.77 3 0.752727 0.23 3 0.26 4 0.247273
3 10 100 0.0723268 9 0.555848 1 0.366506 2.33333 1.70489 1.72727 5 3.51 10 93.78 5 45.198 0.71 1 0.76 2 0.748 0.24 2 0.29 1 0.252
4 10 100 0.068735 9 0.561264 1 0.364154 2.33333 1.70489 1.72727 5 3.51 9 92.79 5 44.613 0.74 1 0.76 2 0.749 0.24 2 0.26 1 0.251
5 10 100 0.100504 10 0.514332 5 0.374039 2.5 1.66978 1.53333 6 3.33 10 88.02 6 44.001 0.73 3 0.77 1 0.75 0.23 1 0.27 3 0.25
6 11 100 0.0696207 10 0.522608 5 0.348896 2.5 1.61569 1.52083 6 3.51 10 91.71 6 40.6227 0.73 4 0.75 2 0.746364 0.25 2 0.27 4 0.253636
7 10 100 0.142766 10 0.521296 6 0.356879 2 1.65343 1.65789 6 7.65 10 96.3 6 44.226 0.74 3 0.77 4 0.752 0.23 4 0.26 3 0.248
8 12 100 0 10 0.536876 5 0.32472 2.5 1.55848 1.55556 6 0 10 90 6 37.3125 0.74 3 0.76 5 0.75 0.24 5 0.26 3 0.25
9 12 100 0 11 0.548184 5 0.320802 2.5 1.5564 1.56818 6 0 11 88.92 6 36.99 0.75 3 0.78 1 0.754167 0.22 1 0.25 3 0.245833
10 12 100 0 10 0.535185 5 0.310292 2.33333 1.58332 1.77419 5 0 10 90.27 5 37.185 0.73 2 0.76 1 0.748333 0.24 1 0.27 2 0.251667




Configuration FHD_rang_c=0.945_n=500_delta=10
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 100 0.509338 3 3.18917 2 1.97205 14.1786 14.4793 14.1786 2 66.87 3 274.266 2 150.69 0.154 2 0.158 1 0.155333 0.842 1 0.846 2 0.844667
2 3 100 0.509292 3 3.20893 2 1.96051 14.1786 14.4793 14.1786 2 67.23 3 274.554 2 150.162 0.146 1 0.154 2 0.151333 0.846 2 0.854 1 0.848667
3 3 100 0.524763 3 3.21825 2 1.95844 14.5185 14.2647 14.5185 2 68.364 3 274.77 2 149.778 0.154 2 0.16 1 0.156 0.84 1 0.846 2 0.844
4 3 100 0.524821 3 3.25031 2 1.97619 14.5185 14.2647 14.5185 2 72.45 3 274.032 2 149.712 0.152 2 0.154 1 0.153333 0.846 1 0.848 2 0.846667
5 3 100 0.509345 3 3.20852 2 1.96433 14.1786 14.4793 14.1786 2 68.706 3 273.06 2 149.586 0.152 3 0.156 1 0.154 0.844 1 0.848 3 0.846
6 3 100 0.52798 3 3.21732 2 1.9755 14.4815 14.2534 14.4815 2 70.668 3 272.016 2 150.132 0.148 1 0.154 3 0.151333 0.846 3 0.852 1 0.848667
7 3 100 0.506242 3 3.19995 2 1.94866 14.2143 14.4902 14.2143 2 69.768 3 274.482 2 149.514 0.152 2 0.154 1 0.153333 0.846 1 0.848 2 0.846667
8 3 100 0.527124 3 3.24205 2 1.98237 14.4815 14.2534 14.4815 2 66.582 3 269.694 2 148.968 0.154 2 0.156 1 0.154667 0.844 1 0.846 2 0.845333
9 3 100 0.524841 3 3.22719 2 1.9702 14.5185 14.2647 14.5185 2 70.434 3 274.662 2 150.672 0.15 2 0.156 1 0.153333 0.844 1 0.85 2 0.846667
10 3 100 0.509315 3 3.21214 2 1.99182 14.1786 14.4793 14.1786 2 67.176 3 271.116 2 149.622 0.152 3 0.154 1 0.153333 0.846 1 0.848 3 0.846667




Configuration FHD_rang_c=0.955_n=500_delta=10
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 100 0.753145 3 2.95074 2 1.91819 14.5 12.6891 14.5 2 102.582 1 231.588 2 150.69 0.18 2 0.182 1 0.180667 0.818 1 0.82 2 0.819333
2 3 100 0.727199 3 2.9633 2 1.90208 14.2174 12.9155 14.2174 2 101.286 1 235.764 2 150.162 0.178 1 0.18 2 0.178667 0.82 2 0.822 1 0.821333
3 3 100 0.752707 3 2.97559 2 1.90185 14.5 12.6891 14.5 2 98.478 1 235.35 2 149.778 0.178 1 0.18 3 0.178667 0.82 3 0.822 1 0.821333
4 3 100 0.75626 3 2.96067 2 1.91198 14.4545 12.6756 14.4545 2 96.246 1 229.932 2 149.712 0.174 1 0.182 2 0.178667 0.818 2 0.826 1 0.821333
5 3 100 0.727279 3 2.95098 2 1.90502 14.2174 12.9155 14.2174 2 100.188 1 232.812 2 149.586 0.18 1 0.18 1 0.18 0.82 1 0.82 1 0.82
6 3 100 0.730401 3 2.9567 2 1.90859 14.1739 12.9026 14.1739 2 100.674 1 236.466 2 150.132 0.18 2 0.182 1 0.180667 0.818 1 0.82 2 0.819333
7 3 100 0.756512 3 2.91808 2 1.88753 14.4545 12.6756 14.4545 2 96.894 1 227.07 2 149.514 0.176 1 0.18 2 0.178667 0.82 2 0.824 1 0.821333
8 3 100 0.754424 3 2.9879 2 1.92439 14.4545 12.6756 14.4545 2 103.158 1 230.418 2 148.968 0.18 3 0.182 1 0.181333 0.818 1 0.82 3 0.818667
9 3 100 0.753035 3 2.96843 2 1.90975 14.5 12.6891 14.5 2 99.45 1 233.766 2 150.672 0.176 1 0.18 2 0.178667 0.82 2 0.824 1 0.821333
10 3 100 0.730421 3 2.95312 2 1.93149 14.1739 12.9026 14.1739 2 103.554 1 231.264 2 149.622 0.178 1 0.182 2 0.18 0.818 2 0.822 1 0.82




Configuration FHD_rang_c=0.979_n=500_delta=10
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 4 100 0.389951 4 1.73358 3 1.3285 9.5 6.30512 4.56842 3 42.84 4 231.948 3 113.018 0.316 1 0.318 2 0.317 0.682 2 0.684 1 0.683
2 4 100 0.351532 4 1.6854 3 1.30904 9.45455 6.46425 4.27885 3 35.838 4 234.576 3 112.621 0.316 1 0.316 1 0.316 0.684 1 0.684 1 0.684
3 4 100 0.386484 4 1.72727 3 1.32817 9.6 6.32017 4.53125 3 41.112 4 231.75 3 112.334 0.316 1 0.318 3 0.317 0.682 3 0.684 1 0.683
4 4 100 0.351519 4 1.68775 3 1.29418 9.45455 6.46425 4.27885 3 36.882 4 241.164 3 112.284 0.314 1 0.32 2 0.317 0.68 2 0.686 1 0.683
5 4 100 0.389957 4 1.72221 3 1.31135 9.6 6.31823 4.52083 3 44.028 4 234.954 3 112.19 0.316 2 0.32 1 0.3175 0.68 1 0.684 2 0.6825
6 4 100 0.389943 4 1.73244 3 1.32601 9.5 6.30512 4.56842 3 42.822 4 233.406 3 112.599 0.308 1 0.318 2 0.3145 0.682 2 0.692 1 0.6855
7 4 100 0.386556 4 1.72413 3 1.30394 9.6 6.32017 4.53125 3 44.46 4 236.97 3 112.135 0.306 1 0.32 2 0.3145 0.68 2 0.694 1 0.6855
8 4 100 0.386016 4 1.73421 3 1.33076 9.6 6.32017 4.53125 3 39.582 4 230.292 3 111.726 0.312 1 0.318 3 0.3155 0.682 3 0.688 1 0.6845
9 4 100 0.35153 4 1.68505 3 1.30844 9.45455 6.46425 4.27885 3 35.856 4 236.196 3 113.004 0.316 3 0.328 1 0.32 0.672 1 0.684 3 0.68
10 4 100 0.386522 4 1.728 3 1.33311 9.6 6.32017 4.53125 3 42.372 4 232.47 3 112.216 0.312 1 0.316 2 0.315 0.684 2 0.688 1 0.685




Configuration FHD_rang_c=0.945_n=1000_delta=10
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 100 0.214535 3 3.87751 2 2.21751 17.3818 24.4759 17.3818 2 14.256 3 312.984 2 149.607 0.089 2 0.091 1 0.0896667 0.909 1 0.911 2 0.910333
2 3 100 0.217072 3 3.8448 2 2.20346 17.3636 24.4703 17.3636 2 13.77 3 316.503 2 150.045 0.089 1 0.089 1 0.089 0.911 1 0.911 1 0.911
3 3 100 0.214518 3 3.86463 2 2.21452 17.3818 24.4759 17.3818 2 13.5 3 313.983 2 149.691 0.088 2 0.089 1 0.0886667 0.911 1 0.912 2 0.911333
4 3 100 0.217072 3 3.8765 2 2.21784 17.3636 24.4703 17.3636 2 14.175 3 315.495 2 149.625 0.087 1 0.089 2 0.0883333 0.911 2 0.913 1 0.911667
5 3 100 0.217038 3 3.86922 2 2.20866 17.3636 24.4703 17.3636 2 13.833 3 316.863 2 150.243 0.088 1 0.09 2 0.089 0.91 2 0.912 1 0.911
6 3 100 0.214535 3 3.89876 2 2.20632 17.3818 24.4759 17.3818 2 14.256 3 315.099 2 149.598 0.089 1 0.089 1 0.089 0.911 1 0.911 1 0.911
7 3 100 0.217072 3 3.89098 2 2.20348 17.3636 24.4703 17.3636 2 14.58 3 315.945 2 149.406 0.089 2 0.095 1 0.091 0.905 1 0.911 2 0.909
8 3 100 0.21453 3 3.85703 2 2.22252 17.3818 24.4759 17.3818 2 13.482 3 311.715 2 150.189 0.087 1 0.089 2 0.0883333 0.911 2 0.913 1 0.911667
9 3 100 0.214535 3 3.88425 2 2.20217 17.3818 24.4759 17.3818 2 14.256 3 314.811 2 149.556 0.089 1 0.089 1 0.089 0.911 1 0.911 1 0.911
10 3 100 0.214531 3 3.8703 2 2.21297 17.3818 24.4759 17.3818 2 13.878 3 316.026 2 150.12 0.088 1 0.089 3 0.0883333 0.911 3 0.912 1 0.911667




Configuration FHD_rang_c=0.955_n=1000_delta=10
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 100 0.37969 3 3.92301 2 2.23971 19.4222 21.8555 19.4222 2 40.824 3 293.256 2 149.607 0.104 1 0.105 2 0.104333 0.895 2 0.896 1 0.895667
2 3 100 0.379679 3 3.91632 2 2.23182 19.4222 21.8555 19.4222 2 38.592 3 298.692 2 150.045 0.104 2 0.105 1 0.104667 0.895 1 0.896 2 0.895333
3 3 100 0.379604 3 3.92463 2 2.24153 19.4222 21.8555 19.4222 2 38.862 3 295.452 2 149.691 0.105 2 0.106 1 0.105333 0.894 1 0.895 2 0.894667
4 3 100 0.379688 3 3.94478 2 2.24655 19.4222 21.8555 19.4222 2 39.708 3 296.703 2 149.625 0.105 2 0.108 1 0.106 0.892 1 0.895 2 0.894
5 3 100 0.379581 3 3.94121 2 2.23943 19.4222 21.8555 19.4222 2 38.907 3 298.512 2 150.243 0.103 1 0.105 2 0.104333 0.895 2 0.897 1 0.895667
